brand_id,site_id,site_name,platform,order_date,reporting_week,orders_count,gross_sales,refunds,net_sales,avg_order_value,avg_prep_time,avg_fulfilment_time,completion_rate,delivery_rating,royalty_rate,royalty_value,raw_content,received_at,intake_method,intake_metadata
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-17,2025-W16,2,34.25,0.0,34.25,17.13,,,,,,,"{""original_id"": ""30156839-ade2-4cce-aea1-aad7ad8b1a32"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-17T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889673,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889664"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-17,2025-W16,3,70.7,0.0,70.7,23.57,,,,,,,"{""original_id"": ""526c5b32-8aa7-4ee2-ac4a-3b0e97f7fb68"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-17T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889699,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889686"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-18,2025-W16,13,425.44,0.0,425.44,32.73,,,,,,,"{""original_id"": ""149e77c8-dd82-4f53-b874-6a61ecffb656"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-18T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889721,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889712"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-18,2025-W16,4,81.88,0.0,81.88,20.47,,,,,,,"{""original_id"": ""d87aa6f7-5986-45bb-8879-4725e9ffb22f"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-18T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889747,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889738"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-18,2025-W16,5,133.55,0.0,133.55,26.71,,,,,,,"{""original_id"": ""fe064884-6c0b-4c7f-b6ae-a404a2263da6"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-18T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889768,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889760"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-19,2025-W16,14,355.7,0.0,355.7,25.41,,,,,,,"{""original_id"": ""820fbd55-55e7-4024-8347-7b70c64e6de2"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-19T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889789,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889781"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-19,2025-W16,4,132.06,0.0,132.06,33.02,,,,,,,"{""original_id"": ""783b82f8-f032-4129-b7a3-203610b495a1"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-19T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889814,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889806"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-19,2025-W16,4,124.55,0.0,124.55,31.14,,,,,,,"{""original_id"": ""2147f50c-7f7f-41c2-bd2b-8542dfd4b850"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-19T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889835,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889827"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-20,2025-W16,27,707.23,0.0,707.23,26.19,,,,,,,"{""original_id"": ""957afe26-fd63-47a6-ae38-9e0a4edc758b"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-20T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889856,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889847"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-20,2025-W16,2,73.49,0.0,73.49,36.75,,,,,,,"{""original_id"": ""afe232b7-81b9-4c29-af2f-1b4265e941f9"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-20T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889881,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889873"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-20,2025-W16,7,202.2,0.0,202.2,28.89,,,,,,,"{""original_id"": ""d3939bfb-44de-47cb-ad56-baca6094e4de"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-20T00:00:00.000Z"", ""reporting_week"": ""2025-W16"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889901,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889893"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-21,2025-W17,14,397.66,0.0,397.66,28.4,,,,,,,"{""original_id"": ""7a877e21-687e-483b-9c3b-7598e4254dc3"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-21T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889922,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889914"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-21,2025-W17,3,59.97,0.0,59.97,19.99,,,,,,,"{""original_id"": ""3ed624e0-1681-4853-810e-1bb06e393442"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-21T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889948,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889939"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-21,2025-W17,3,101.85,0.0,101.85,33.95,,,,,,,"{""original_id"": ""50cdc8e9-fa61-4a8f-b934-eea55769d3bd"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-21T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889970,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889960"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-22,2025-W17,14,306.62,0.0,306.62,21.9,,,,,,,"{""original_id"": ""2145f38e-ef45-4f9d-bff5-7f9c19fd392d"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-22T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.889992,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.889983"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-22,2025-W17,3,40.89,0.0,40.89,13.63,,,,,,,"{""original_id"": ""1dbf0a2c-41e6-4103-a131-98982a707785"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-22T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890017,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890009"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-22,2025-W17,17,502.93,0.0,502.93,29.58,,,,,,,"{""original_id"": ""324fd195-3a73-43a9-8067-71d617d4dd73"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-22T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890039,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890031"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-23,2025-W17,21,586.9,0.0,586.9,27.95,,,,,,,"{""original_id"": ""b0703761-3f2c-4b07-99a3-888b1c160538"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-23T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890060,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890052"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-23,2025-W17,2,69.33,0.0,69.33,34.67,,,,,,,"{""original_id"": ""2ee3bf51-99c0-4fd1-bf62-4d2912ae0aae"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-23T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890086,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890078"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-23,2025-W17,2,39.83,0.0,39.83,19.92,,,,,,,"{""original_id"": ""d0ae3ed0-909d-4c07-9242-a0e8e30edd42"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-23T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890107,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890099"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-24,2025-W17,20,664.06,0.0,664.06,33.2,,,,,,,"{""original_id"": ""75554c9b-f39a-48d0-80b3-e30a7629357b"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-24T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890128,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890120"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-24,2025-W17,10,244.58,0.0,244.58,24.46,,,,,,,"{""original_id"": ""461851fd-f111-4f0a-ad0c-db24b5750da4"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-24T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890154,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890145"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,wingverse,2025-04-24,2025-W17,7,223.83,0.0,223.83,31.98,,,,,,,"{""original_id"": ""e5a7057c-cf6d-49ed-a58e-08b1eee27ea6"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""wingverse"", ""order_date"": ""2025-04-24T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.149Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890175,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890166"", ""site_name"": ""Loughton"", ""platform"": ""wingverse"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,deliveroo,2025-04-25,2025-W17,23,771.75,0.0,771.75,33.55,,,,,,,"{""original_id"": ""f4acbdd1-e0de-4ead-a3b6-51d4662de247"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""deliveroo"", ""order_date"": ""2025-04-25T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.153Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890196,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890187"", ""site_name"": ""Loughton"", ""platform"": ""deliveroo"", ""data_batch"": ""franchise_sales_2024""}"
a1b2c3d4-e5f6-7890-1234-567890abcdef,1,Loughton,ubereats,2025-04-25,2025-W17,7,267.99,0.0,267.99,38.28,,,,,,,"{""original_id"": ""4d3c3b6b-d632-4710-9406-433eef6cc421"", ""network_id"": ""1"", ""network_type"": ""Franchise"", ""platform"": ""ubereats"", ""order_date"": ""2025-04-25T00:00:00.000Z"", ""reporting_week"": ""2025-W17"", ""inserted_at"": ""2025-10-10T07:49:02.157Z"", ""source_file"": ""data/orders_clean_Loughton.csv""}",2025-10-12T04:08:08.890221,franchise_sales_intake,"{""intake_source"": ""franchise_sales_export"", ""intake_timestamp"": ""2025-10-12T04:08:08.890213"", ""site_name"": ""Loughton"", ""platform"": ""ubereats"", ""data_batch"": ""franchise_sales_2024""}"
