id,network_id,network_type,platform,order_date,reporting_week,orders_count,gross_sales,refunds,net_sales,avg_order_value,avg_prep_time,avg_fulfilment_time,completion_rate,delivery_rating,royalty_rate,royalty_value,inserted_at
4d3c3b6b-d632-4710-9406-433eef6cc421,1,Franchise,ubereats,2025-04-25T00:00:00.000Z,2025-W17,7,267.99,0,267.99,38.28,,,,,,,2025-10-10T07:49:02.157Z
a5cc1c56-97e1-459e-8ae5-85bb961918be,1,Franchise,wingverse,2025-04-25T00:00:00.000Z,2025-W17,9,185.58,0,185.58,20.62,,,,,,,2025-10-10T07:49:02.149Z
20b428e5-9762-49da-a07c-7f648f242fbc,1,Franchise,deliveroo,2025-04-26T00:00:00.000Z,2025-W17,14,428.35,0,428.35,30.6,,,,,,,2025-10-10T07:49:02.153Z
3b77eff9-ad8b-428d-b852-cf71690a3633,1,Franchise,justeat,2025-04-26T00:00:00.000Z,2025-W17,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.161Z
166e2efc-a651-4e89-a5a3-331d4701477c,1,Franchise,ubereats,2025-04-26T00:00:00.000Z,2025-W17,9,234.26,0,234.26,26.03,,,,,,,2025-10-10T07:49:02.157Z
4cd82764-4bce-4d1c-b9a6-8e4c97e26d87,1,Franchise,wingverse,2025-04-26T00:00:00.000Z,2025-W17,5,113.8,0,113.8,22.76,,,,,,,2025-10-10T07:49:02.149Z
5892fb63-537c-407a-98a2-6cacfd759614,1,Franchise,deliveroo,2025-04-27T00:00:00.000Z,2025-W17,15,377.1,0,377.1,25.14,,,,,,,2025-10-10T07:49:02.153Z
be9a2e7d-6f0c-47fb-b6da-72d2473b2de7,1,Franchise,justeat,2025-04-27T00:00:00.000Z,2025-W17,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.161Z
cb1fc12a-9257-4555-81b1-f3a22dadf331,1,Franchise,ubereats,2025-04-27T00:00:00.000Z,2025-W17,6,105.18,0,105.18,17.53,,,,,,,2025-10-10T07:49:02.157Z
17839333-fc62-4f7d-a7a1-36f4c98a6856,1,Franchise,wingverse,2025-04-27T00:00:00.000Z,2025-W17,1,23.2,0,23.2,23.2,,,,,,,2025-10-10T07:49:02.149Z
97ac9f53-f900-4db2-a88a-4a9a27fcb1ff,1,Franchise,deliveroo,2025-04-28T00:00:00.000Z,2025-W18,9,250.08,0,250.08,27.79,,,,,,,2025-10-10T07:49:02.153Z
27e717f7-3842-4ce0-86f3-cda1107bf53e,1,Franchise,justeat,2025-04-28T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.161Z
04aaffd9-441a-44eb-a8e1-452ad777e8e2,1,Franchise,ubereats,2025-04-28T00:00:00.000Z,2025-W18,5,83.31,0,83.31,16.66,,,,,,,2025-10-10T07:49:02.157Z
84026ed7-8103-4525-ac34-e7aa6dfd8fb7,1,Franchise,wingverse,2025-04-28T00:00:00.000Z,2025-W18,2,43.46,0,43.46,21.73,,,,,,,2025-10-10T07:49:02.149Z
fbe11a59-097a-40bb-93b4-e57b898dbe97,1,Franchise,deliveroo,2025-04-29T00:00:00.000Z,2025-W18,18,508.33,0,508.33,28.24,,,,,,,2025-10-10T07:49:02.153Z
f1b2b3d3-8d43-42e0-9df6-b3439b806ccf,1,Franchise,justeat,2025-04-29T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.161Z
df97bf43-e19c-4765-87da-94e811e43450,1,Franchise,ubereats,2025-04-29T00:00:00.000Z,2025-W18,6,128.09,0,128.09,21.35,,,,,,,2025-10-10T07:49:02.157Z
8ea987ff-3aff-49b0-8118-46cc2be51d9e,1,Franchise,wingverse,2025-04-29T00:00:00.000Z,2025-W18,16,344.81,0,344.81,21.55,,,,,,,2025-10-10T07:49:02.149Z
4bb9f129-ed99-4e88-8b93-8b26df2bb56d,1,Franchise,deliveroo,2025-04-30T00:00:00.000Z,2025-W18,14,414.61,0,414.61,29.62,,,,,,,2025-10-10T07:49:02.153Z
b99cae24-6b6a-4ac5-9574-985d20a4cb35,1,Franchise,justeat,2025-04-30T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.161Z
e9abc94c-c416-46f7-aba1-c6aa7e0186d9,1,Franchise,ubereats,2025-04-30T00:00:00.000Z,2025-W18,7,168.56,0,168.56,24.08,,,,,,,2025-10-10T07:49:02.157Z
8250395e-f40f-4f22-ac77-260a99bfc2f7,1,Franchise,wingverse,2025-04-30T00:00:00.000Z,2025-W18,6,106.59,0,106.59,17.77,,,,,,,2025-10-10T07:49:02.149Z
3c722da7-c540-4cfa-81ac-9115e144b802,1,Franchise,deliveroo,2025-05-01T00:00:00.000Z,2025-W18,27,706.01,0,706.01,26.15,,,,,,,2025-10-10T07:49:02.153Z
fe7839cb-eeb1-4e79-9920-7a6a25a4bacb,1,Franchise,justeat,2025-05-01T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
94c85d20-b67d-4535-a186-aac49f43f7c4,1,Franchise,ubereats,2025-05-01T00:00:00.000Z,2025-W18,12,255.42,0,255.42,21.29,,,,,,,2025-10-10T07:49:02.157Z
d02a8795-61dc-414e-96e0-46af0ff9d141,1,Franchise,wingverse,2025-05-01T00:00:00.000Z,2025-W18,5,141.5,0,141.5,28.3,,,,,,,2025-10-10T07:49:02.149Z
416164b0-1dc8-412a-95ed-20edc39fa51d,1,Franchise,deliveroo,2025-05-02T00:00:00.000Z,2025-W18,16,333.57,0,333.57,20.85,,,,,,,2025-10-10T07:49:02.153Z
e91cf49f-769d-40f0-b6b7-bebc407419fb,1,Franchise,justeat,2025-05-02T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
2d669b4d-a06a-4b94-b3a0-2ccf3cce5963,1,Franchise,ubereats,2025-05-02T00:00:00.000Z,2025-W18,5,101.01,0,101.01,20.2,,,,,,,2025-10-10T07:49:02.157Z
49472621-7414-49a0-89b3-981612b328d5,1,Franchise,wingverse,2025-05-02T00:00:00.000Z,2025-W18,4,121.3,0,121.3,30.33,,,,,,,2025-10-10T07:49:02.149Z
3e28b291-7429-4612-9d20-6ea658702140,1,Franchise,deliveroo,2025-05-03T00:00:00.000Z,2025-W18,14,391.38,0,391.38,27.96,,,,,,,2025-10-10T07:49:02.153Z
a1d183f6-16fe-4ad2-b287-984cfc175877,1,Franchise,justeat,2025-05-03T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
1cd4494a-7876-434c-9812-c47e46bd47a3,1,Franchise,ubereats,2025-05-03T00:00:00.000Z,2025-W18,9,243.99,0,243.99,27.11,,,,,,,2025-10-10T07:49:02.157Z
4b28db42-4946-43c2-b579-f3ce9b2f0c53,1,Franchise,wingverse,2025-05-03T00:00:00.000Z,2025-W18,5,162.34,0,162.34,32.47,,,,,,,2025-10-10T07:49:02.149Z
bcee5b46-6986-4617-96ca-48d9fbd12697,1,Franchise,deliveroo,2025-05-04T00:00:00.000Z,2025-W18,17,523.4,0,523.4,30.79,,,,,,,2025-10-10T07:49:02.153Z
b40e8340-ba5f-403c-ba11-1d6f307ce468,1,Franchise,justeat,2025-05-04T00:00:00.000Z,2025-W18,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
6f970d00-1154-4bbb-81b9-f3c7fa0e2c28,1,Franchise,ubereats,2025-05-04T00:00:00.000Z,2025-W18,9,201.26,0,201.26,22.36,,,,,,,2025-10-10T07:49:02.157Z
a3ff1782-5ecc-43a6-a9ce-4ec746c6877e,1,Franchise,wingverse,2025-05-04T00:00:00.000Z,2025-W18,2,42.8,0,42.8,21.4,,,,,,,2025-10-10T07:49:02.148Z
ccda1665-3fe9-475c-a624-f4ed1e03b7fe,1,Franchise,deliveroo,2025-05-05T00:00:00.000Z,2025-W19,9,218.07,0,218.07,24.23,,,,,,,2025-10-10T07:49:02.153Z
78f3d749-a56e-406d-bba4-2891e3470582,1,Franchise,justeat,2025-05-05T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
f1ca3b78-b083-494a-9d2c-6395f49b90e6,1,Franchise,ubereats,2025-05-05T00:00:00.000Z,2025-W19,5,103,0,103,20.52,,,,,,,2025-10-10T07:49:02.157Z
51b888be-ae2f-4bc8-bd52-ff3b805c9f81,1,Franchise,wingverse,2025-05-05T00:00:00.000Z,2025-W19,2,84.1,0,84.1,42.05,,,,,,,2025-10-10T07:49:02.148Z
7fbba557-104f-4556-ab92-ccebd995758d,1,Franchise,deliveroo,2025-05-06T00:00:00.000Z,2025-W19,10,235.76,0,235.76,23.58,,,,,,,2025-10-10T07:49:02.153Z
e653b08e-b771-4c53-a3a2-dbf6fdd2644d,1,Franchise,justeat,2025-05-06T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
275211ac-bce7-4554-b69e-47b523e3dc0e,1,Franchise,ubereats,2025-05-06T00:00:00.000Z,2025-W19,1,16,0,16,16,,,,,,,2025-10-10T07:49:02.157Z
1249660c-36ad-4713-9b1f-8873f6090e69,1,Franchise,wingverse,2025-05-06T00:00:00.000Z,2025-W19,15,316.54,0,316.54,21.1,,,,,,,2025-10-10T07:49:02.148Z
60d9f932-c8f1-441f-bcfc-de1c6db309d5,1,Franchise,deliveroo,2025-05-08T00:00:00.000Z,2025-W19,14,363.95,0,363.95,24.11,,,,,,,2025-10-10T07:49:02.153Z
0785ea9f-f4e6-4cd1-8d7e-b482b0789109,1,Franchise,justeat,2025-05-08T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
9981b692-adc8-4f4e-a9e0-7831c2eed9a0,1,Franchise,ubereats,2025-05-08T00:00:00.000Z,2025-W19,9,202,0,202,22.46,,,,,,,2025-10-10T07:49:02.157Z
2e402b65-2e30-45f6-a1ad-54dcb361fb5a,1,Franchise,wingverse,2025-05-08T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.148Z
31906a3a-50a9-4229-881a-cd6e4d969cd2,1,Franchise,deliveroo,2025-05-09T00:00:00.000Z,2025-W19,21,597.65,0,597.65,27.39,,,,,,,2025-10-10T07:49:02.153Z
930b8929-6fd0-4eef-9d97-c0a481c48970,1,Franchise,justeat,2025-05-09T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
5fbb6aea-7b83-4064-a8fb-e4d60ad75fdd,1,Franchise,ubereats,2025-05-09T00:00:00.000Z,2025-W19,7,267,0,267,38.7,,,,,,,2025-10-10T07:49:02.157Z
ba2ee0a4-f1b5-44cc-bcd8-8052c83f193c,1,Franchise,wingverse,2025-05-09T00:00:00.000Z,2025-W19,7,252.8,0,252.8,36.11,,,,,,,2025-10-10T07:49:02.148Z
ebebdbe9-fc93-4b0e-ae6d-1b0dc3a00955,1,Franchise,deliveroo,2025-05-10T00:00:00.000Z,2025-W19,18,534.6,0,534.6,28.43,,,,,,,2025-10-10T07:49:02.153Z
cc14623a-4853-4746-92cc-96532f495d9b,1,Franchise,justeat,2025-05-10T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
4498049c-7a65-49dd-99d3-9c2a986753ce,1,Franchise,ubereats,2025-05-10T00:00:00.000Z,2025-W19,8,183,0,183,22.85,,,,,,,2025-10-10T07:49:02.157Z
040948e8-e2eb-4ed5-a24d-1a8f191fb562,1,Franchise,wingverse,2025-05-10T00:00:00.000Z,2025-W19,2,56.55,0,56.55,28.28,,,,,,,2025-10-10T07:49:02.148Z
aaf79017-3d37-4eb2-aa90-68412891a5e7,1,Franchise,deliveroo,2025-05-11T00:00:00.000Z,2025-W19,15,391.25,0,391.25,26.08,,,,,,,2025-10-10T07:49:02.153Z
becf6a04-eee8-4801-8bcf-6c5a608b5cc7,1,Franchise,justeat,2025-05-11T00:00:00.000Z,2025-W19,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
549f967f-242b-406d-8137-63c693e15dc1,1,Franchise,ubereats,2025-05-11T00:00:00.000Z,2025-W19,6,138,0,138,23.06,,,,,,,2025-10-10T07:49:02.157Z
72728cc0-8c87-4713-ae29-b85481341e0a,1,Franchise,wingverse,2025-05-11T00:00:00.000Z,2025-W19,5,129.25,0,129.25,25.85,,,,,,,2025-10-10T07:49:02.148Z
1b5adb23-3480-4995-a174-8b870ab32dfc,1,Franchise,deliveroo,2025-05-12T00:00:00.000Z,2025-W20,8,197.95,0,197.95,24.74,,,,,,,2025-10-10T07:49:02.153Z
c0c71245-7ec8-4741-98e8-330f60300dd9,1,Franchise,justeat,2025-05-12T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
686df5b6-40a8-4415-ae2e-3d9231ea1a23,1,Franchise,ubereats,2025-05-12T00:00:00.000Z,2025-W20,7,184,0,184,26.31,,,,,,,2025-10-10T07:49:02.157Z
631740eb-fa29-40ea-91d7-0fc2cc69f9bc,1,Franchise,wingverse,2025-05-12T00:00:00.000Z,2025-W20,5,133,0,133,26.6,,,,,,,2025-10-10T07:49:02.148Z
74483a3d-22d0-44d4-b1c8-4a752076c1aa,1,Franchise,deliveroo,2025-05-13T00:00:00.000Z,2025-W20,10,210.65,0,210.65,21.07,,,,,,,2025-10-10T07:49:02.153Z
75a7186f-6f36-4c87-b62e-bdaafe8b5b98,1,Franchise,justeat,2025-05-13T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
b20770f7-e153-4dfd-a86b-8d720effb4e9,1,Franchise,ubereats,2025-05-13T00:00:00.000Z,2025-W20,3,59,0,59,19.7,,,,,,,2025-10-10T07:49:02.157Z
302b913c-b155-4d93-b553-af765ba28338,1,Franchise,wingverse,2025-05-13T00:00:00.000Z,2025-W20,13,357.8,0,357.8,27.52,,,,,,,2025-10-10T07:49:02.148Z
e920a162-ddac-47af-89a6-fc4be2d290b4,1,Franchise,deliveroo,2025-05-14T00:00:00.000Z,2025-W20,16,464.5,0,464.5,29.03,,,,,,,2025-10-10T07:49:02.153Z
e00fb289-c72c-460c-9680-fb0e6504b698,1,Franchise,justeat,2025-05-14T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
5452b0d0-aae9-4707-b57c-003a4574bdd0,1,Franchise,ubereats,2025-05-14T00:00:00.000Z,2025-W20,6,100,0,100,16.67,,,,,,,2025-10-10T07:49:02.157Z
52b2e294-8cd1-4034-be51-178cfcd26b9a,1,Franchise,wingverse,2025-05-14T00:00:00.000Z,2025-W20,6,190.8,0,190.8,31.8,,,,,,,2025-10-10T07:49:02.148Z
9ba403c7-01f9-4ba9-b594-3d59199d21f1,1,Franchise,deliveroo,2025-05-15T00:00:00.000Z,2025-W20,20,523.3,0,523.3,27.17,,,,,,,2025-10-10T07:49:02.153Z
6dfa39b2-a642-49ae-ba7e-98de089ba3bd,1,Franchise,justeat,2025-05-15T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
db41a243-e347-4c59-b913-4b6f21e4fcab,1,Franchise,ubereats,2025-05-15T00:00:00.000Z,2025-W20,7,153,0,153,21.86,,,,,,,2025-10-10T07:49:02.157Z
92b3dfe0-0627-40ca-a878-cfd7a59b2822,1,Franchise,wingverse,2025-05-15T00:00:00.000Z,2025-W20,6,273,0,273,45.5,,,,,,,2025-10-10T07:49:02.148Z
42c3f6aa-44d8-4fac-8a17-a91a8e4e7643,1,Franchise,deliveroo,2025-05-16T00:00:00.000Z,2025-W20,10,304.1,0,304.1,31.41,,,,,,,2025-10-10T07:49:02.153Z
4f9361cb-d279-466a-ab7b-8d2ba4a8b08e,1,Franchise,justeat,2025-05-16T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
50c18ac5-55b9-4e65-88b8-307c0c06dc27,1,Franchise,ubereats,2025-05-16T00:00:00.000Z,2025-W20,11,240,0,240,21.82,,,,,,,2025-10-10T07:49:02.157Z
3ffdfab6-f8d1-4f66-b847-23556139f542,1,Franchise,wingverse,2025-05-16T00:00:00.000Z,2025-W20,10,359.59,0,359.59,35.96,,,,,,,2025-10-10T07:49:02.148Z
905b585a-09d3-4090-93d1-476b45bb46e6,1,Franchise,deliveroo,2025-05-17T00:00:00.000Z,2025-W20,13,473.34,0,473.34,37.41,,,,,,,2025-10-10T07:49:02.153Z
3ee9d150-3d93-4f75-900e-8fbfc61920e3,1,Franchise,justeat,2025-05-17T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
63151d42-ccd8-47ae-abaa-32cefd6b6587,1,Franchise,ubereats,2025-05-17T00:00:00.000Z,2025-W20,4,78,0,78,19.5,,,,,,,2025-10-10T07:49:02.157Z
3e5f32d2-21f3-4a19-a107-7db98567420f,1,Franchise,wingverse,2025-05-17T00:00:00.000Z,2025-W20,6,176.05,0,176.05,29.34,,,,,,,2025-10-10T07:49:02.148Z
f8fcd658-c3a1-4bec-9512-c451cfd65c2b,1,Franchise,deliveroo,2025-05-18T00:00:00.000Z,2025-W20,11,233.95,0,233.95,21.27,,,,,,,2025-10-10T07:49:02.153Z
152aa5c2-4d2d-4886-a620-5a273e6e8b95,1,Franchise,justeat,2025-05-18T00:00:00.000Z,2025-W20,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
cf6e914b-65cb-49a8-8cef-51a24e0c5962,1,Franchise,ubereats,2025-05-18T00:00:00.000Z,2025-W20,6,159,0,159,26.5,,,,,,,2025-10-10T07:49:02.157Z
3d74f912-5cda-4c95-9d8c-70740621f029,1,Franchise,wingverse,2025-05-18T00:00:00.000Z,2025-W20,6,155.25,0,155.25,25.88,,,,,,,2025-10-10T07:49:02.148Z
a74a2fca-6720-4eba-885a-9bdbeec4d936,1,Franchise,deliveroo,2025-05-19T00:00:00.000Z,2025-W21,13,362.87,0,362.87,27.91,,,,,,,2025-10-10T07:49:02.153Z
ee642737-5259-4e69-aed6-003951077f41,1,Franchise,justeat,2025-05-19T00:00:00.000Z,2025-W21,0,0,0,0,0,,,,,,,2025-10-10T07:49:02.160Z
249eb683-8af2-472e-990b-a175a29031cf,1,Franchise,ubereats,2025-05-19T00:00:00.000Z,2025-W21,9,231,0,231,25.67,,,,,,,2025-10-10T07:49:02.157Z
